font_author,font_download,font_image,font_main_category,font_name,font_sub_category
Polona Jenčič,//dl.dafont.com/dl/?f=brailleslo_6dot,https://www.dafont.com/img/preview/b/r/brailleslo_6dot0.png,Dingbats,BrailleSlo 6Dot,Various
Aga Silva,//dl.dafont.com/dl/?f=ivy_tiles,https://www.dafont.com/img/preview/i/v/ivy_tiles0.png,Dingbats,Ivy Tiles,Shapes
Polona Jenčič,//dl.dafont.com/dl/?f=brailleslo_8dot,https://www.dafont.com/img/preview/b/r/brailleslo_8dot0.png,Dingbats,BrailleSlo 8dot,Various
Iconian Fonts,//dl.dafont.com/dl/?f=the_shooter,https://www.dafont.com/img/preview/t/h/the_shooter0.png,Dingbats,The Shooter,Various
cody,//dl.dafont.com/dl/?f=human_chain,https://www.dafont.com/img/preview/h/u/human_chain0.png,Dingbats,Human Chain,Various
Iroha,//dl.dafont.com/dl/?f=shinobi,https://www.dafont.com/img/preview/s/h/shinobi0.png,Dingbats,Shinobi,Asian
Dietrich Kerner,//dl.dafont.com/dl/?f=observer,https://www.dafont.com/img/preview/o/b/observer0.png,Dingbats,Observer,"TV, Movie"
Iain  Budgen,//dl.dafont.com/dl/?f=kruptos,https://www.dafont.com/img/preview/k/r/kruptos1.png,Dingbats,Kruptos,Various
zanatlija,//dl.dafont.com/dl/?f=crossbats_tfb,https://www.dafont.com/img/preview/c/r/crossbats_tfb0.png,Dingbats,Crossbats TFB,Various
imagex,//dl.dafont.com/dl/?f=egirlz,https://www.dafont.com/img/preview/e/g/egirlz0.png,Dingbats,Egirlz,Heads
Matias Romero,//dl.dafont.com/dl/?f=hobo_signs,https://www.dafont.com/img/preview/h/o/hobo_signs0.png,Dingbats,Hobo Signs,Various
imagex,//dl.dafont.com/dl/?f=talk_of_the_wall,https://www.dafont.com/img/preview/t/a/talk_of_the_wall0.png,Dingbats,Talk of the wall,Various
Woodcutter,//dl.dafont.com/dl/?f=amusement_park,https://www.dafont.com/img/preview/a/m/amusement_park0.png,Dingbats,Amusement Park,Games
Woodcutter,//dl.dafont.com/dl/?f=retro_toons,https://www.dafont.com/img/preview/r/e/retro_toons0.png,Dingbats,Retro Toons,"TV, Movie"
Chris Vile,//dl.dafont.com/dl/?f=some_devil_faces,https://www.dafont.com/img/preview/s/o/some_devil_faces1.png,Dingbats,Some Devil Faces,Heads
Intellecta Design,//dl.dafont.com/dl/?f=cornucopia_of_dingbats_seven,https://www.dafont.com/img/preview/c/o/cornucopia_of_dingbats_seven0.png,Dingbats,Cornucopia of Dingbats Seven,Various
Manfred Klein,//dl.dafont.com/dl/?f=now_the_weather,https://www.dafont.com/img/preview/n/o/now_the_weather0.png,Dingbats,Now the Weather,Various
SDFonts,//dl.dafont.com/dl/?f=finnish_rock_painti,https://www.dafont.com/img/preview/f/i/finnish_rock_painti0.png,Dingbats,Finnish Rock Paintings,Ancient
Manfred Klein,//dl.dafont.com/dl/?f=biblical,https://www.dafont.com/img/preview/b/i/biblical0.png,Dingbats,Biblical,Various
Manfred Klein,//dl.dafont.com/dl/?f=classic_bats,https://www.dafont.com/img/preview/c/l/classic_bats0.png,Dingbats,Classic Bats,Ancient
Marcio Hirosse /// Fabrika De Typos,//dl.dafont.com/dl/?f=punk_dingbats,https://www.dafont.com/img/preview/p/u/punk_dingbats0.png,Dingbats,Punk Dingbats,Various
Fontalicious,//dl.dafont.com/dl/?f=chickabiddies,https://www.dafont.com/img/preview/c/h/chickabiddies0.png,Dingbats,Chickabiddies,Heads
Vin Rowe,//dl.dafont.com/dl/?f=wuts_cookin,https://www.dafont.com/img/preview/w/u/wuts_cookin0.png,Dingbats,Wuts Cookin,Various
Maciej Jezierski,//dl.dafont.com/dl/?f=koty,https://www.dafont.com/img/preview/k/o/koty0.png,Dingbats,Koty,Animals
Manfred Klein,//dl.dafont.com/dl/?f=was_woodcuts,https://www.dafont.com/img/preview/w/a/was_woodcuts0.png,Dingbats,Was Woodcuts,Various
Kat's Fun Fonts,//dl.dafont.com/dl/?f=kr_all_smiles,https://www.dafont.com/img/preview/k/r/kr_all_smiles0.png,Dingbats,KR All Smiles,Animals
Liberator Crew,//dl.dafont.com/dl/?f=browning,https://www.dafont.com/img/preview/b/r/browning0.png,Dingbats,Browning,Army
Gloomnshloom,//dl.dafont.com/dl/?f=happy_offsprings_of,https://www.dafont.com/img/preview/h/a/happy_offsprings_of0.png,Dingbats,Happy Offsprings of Plankton,Kids
Jason Davies,//dl.dafont.com/dl/?f=astro_script,https://www.dafont.com/img/preview/a/s/astro_script0.png,Dingbats,Astro Script,Esoteric
Su Lucas,//dl.dafont.com/dl/?f=sl_zodiac_icons,https://www.dafont.com/img/preview/s/l/sl_zodiac_icons0.png,Dingbats,SL Zodiac Icons,Esoteric
Apostrophic Labs,//dl.dafont.com/dl/?f=extasy,https://www.dafont.com/img/preview/e/x/extasy0.png,Dingbats,Extasy,Shapes
Designer's High,//dl.dafont.com/dl/?f=elephant_k,https://www.dafont.com/img/preview/e/l/elephant_k2.png,Dingbats,Elephant K,Asian
StereoType,//dl.dafont.com/dl/?f=fleur_aux_dents,https://www.dafont.com/img/preview/f/l/fleur_aux_dents0.png,Dingbats,Fleur Aux Dents,Various
SRY Enterprises,//dl.dafont.com/dl/?f=toons_one,https://www.dafont.com/img/preview/t/o/toons_one0.png,Dingbats,Toons One,Various
Katz Fontz,//dl.dafont.com/dl/?f=kg_abcs_dingbats,https://www.dafont.com/img/preview/k/g/kg_abcs_dingbats0.png,Dingbats,KG ABCs Dingbats,Kids
SlyveR,//dl.dafont.com/dl/?f=ipa_font,https://www.dafont.com/img/preview/i/p/ipa_font0.png,Dingbats,IPA Font,Various
Listemageren,//dl.dafont.com/dl/?f=ancient_heads,https://www.dafont.com/img/preview/a/n/ancient_heads0.png,Dingbats,Ancient Heads,Ancient
Jason Davies,//dl.dafont.com/dl/?f=astro_ganza,https://www.dafont.com/img/preview/a/s/astro_ganza0.png,Dingbats,Astro Ganza,Esoteric
Kat's Fun Fonts,//dl.dafont.com/dl/?f=kr_ski,https://www.dafont.com/img/preview/k/r/kr_ski0.png,Dingbats,KR Ski,Sport
House of Lime,//dl.dafont.com/dl/?f=country_cuties,https://www.dafont.com/img/preview/c/o/country_cuties0.png,Dingbats,Country Cuties,Kids
Gaut Fonts,//dl.dafont.com/dl/?f=hellraiser_puzzlebo,https://www.dafont.com/img/preview/h/e/hellraiser_puzzlebo0.png,Dingbats,Hellraiser Puzzlebox Bats,"TV, Movie"
,//dl.dafont.com/dl/?f=bcmelp_epd_symbols,https://www.dafont.com/img/preview/b/c/bcmelp_epd_symbols0.png,Dingbats,BCMELP EPD Symbols,Various
Screaming Fonts,//dl.dafont.com/dl/?f=gargoyles,https://www.dafont.com/img/preview/g/a/gargoyles0.png,Dingbats,Gargoyles,Fantastic
Listemageren,//dl.dafont.com/dl/?f=gnomes,https://www.dafont.com/img/preview/g/n/gnomes0.png,Dingbats,Gnomes,Fantastic
Fontalicious,//dl.dafont.com/dl/?f=great_head,https://www.dafont.com/img/preview/g/r/great_head0.png,Dingbats,Great Head,Heads
Kreative Korporation,//dl.dafont.com/dl/?f=dotcom,https://www.dafont.com/img/preview/d/o/dotcom0.png,Dingbats,Dot Com,Various
Kat's Fun Fonts,//dl.dafont.com/dl/?f=kr_new_astro,https://www.dafont.com/img/preview/k/r/kr_new_astro0.png,Dingbats,KR New Astro,Esoteric
Jeff Levine,//dl.dafont.com/dl/?f=dont_bug_me,https://www.dafont.com/img/preview/d/o/dont_bug_me0.png,Dingbats,Don't Bug Me,Animals
Ænigma,//dl.dafont.com/dl/?f=head_ding_maker,https://www.dafont.com/img/preview/h/e/head_ding_maker0.png,Dingbats,Head Ding Maker,Heads
Emerald City Fontwerks,//dl.dafont.com/dl/?f=little_people,https://www.dafont.com/img/preview/l/i/little_people0.png,Dingbats,Little People,Various
Dieter Steffmann,//dl.dafont.com/dl/?f=monats_vignetten1,https://www.dafont.com/img/preview/m/o/monats_vignetten10.png,Dingbats,Monats Vignetten,Esoteric
Cyberbuny Creations,//dl.dafont.com/dl/?f=ding_delights,https://www.dafont.com/img/preview/d/i/ding_delights0.png,Dingbats,Ding Delights,Animals
Pizzadude,//dl.dafont.com/dl/?f=jiggery_pokery,https://www.dafont.com/img/preview/j/i/jiggery_pokery0.png,Dingbats,Jiggery Pokery,Various
,//dl.dafont.com/dl/?f=surf_bat,https://www.dafont.com/img/preview/s/u/surf_bat0.png,Dingbats,Surf Bat,Sport
Michael Gaines,//dl.dafont.com/dl/?f=tng_cast,https://www.dafont.com/img/preview/t/n/tng_cast0.png,Dingbats,TNG Cast,"TV, Movie"
Inoue Yoshikazu,//dl.dafont.com/dl/?f=katakana_block,https://www.dafont.com/img/preview/k/a/katakana_block1.png,Dingbats,"Katakana, block",Asian
Astigmatic One Eye Typographic Institute,//dl.dafont.com/dl/?f=braille_aoe,https://www.dafont.com/img/preview/b/r/braille_aoe0.png,Dingbats,Braille AOE,Various
Tom Mouat,//dl.dafont.com/dl/?f=milpics,https://www.dafont.com/img/preview/m/i/milpics0.png,Dingbats,Milpics,Army
Fonts & Things,//dl.dafont.com/dl/?f=bricks_n_things,https://www.dafont.com/img/preview/b/r/bricks_n_things0.png,Dingbats,Bricks n Things,Shapes
Blue Vinyl,//dl.dafont.com/dl/?f=charms_bv,https://www.dafont.com/img/preview/c/h/charms_bv0.png,Dingbats,Charms BV,Shapes
Lauren Thompson,//dl.dafont.com/dl/?f=lt_sweet_nothings,https://www.dafont.com/img/preview/l/t/lt_sweet_nothings0.png,Dingbats,LRT Sweet Nothings,Various
Didik Pratikno,//dl.dafont.com/dl/?f=torajamatra,https://www.dafont.com/img/preview/t/o/torajamatra0.png,Dingbats,Torajamatra,Shapes
Markus Schröppel,//dl.dafont.com/dl/?f=ll_hullu_poro,https://www.dafont.com/img/preview/l/l/ll_hullu_poro0.png,Dingbats,LL Hullu Poro,Various
Woodcutter,//dl.dafont.com/dl/?f=printing,https://www.dafont.com/img/preview/p/r/printing0.png,Dingbats,Printing,Various
Matthias Wittgenstein,//dl.dafont.com/dl/?f=gender_dorama,https://www.dafont.com/img/preview/g/e/gender_dorama0.png,Dingbats,Gender Dorama,Various
put out into the deep,//dl.dafont.com/dl/?f=owlmazing,https://www.dafont.com/img/preview/o/w/owlmazing0.png,Dingbats,Owlmazing,Animals
Tomoe Ohashi,//dl.dafont.com/dl/?f=tzolkin,https://www.dafont.com/img/preview/t/z/tzolkin0.png,Dingbats,Tzolkin,Various
Joaquim Marquès Nielsen,//dl.dafont.com/dl/?f=thefreakyface2,https://www.dafont.com/img/preview/t/h/thefreakyface20.png,Dingbats,The Freaky Face 2,Heads
Woodcutter,//dl.dafont.com/dl/?f=taxi,https://www.dafont.com/img/preview/t/a/taxi0.png,Dingbats,Taxi,Various
Intellecta Design,//dl.dafont.com/dl/?f=cornucopia_of_dingbats_eight,https://www.dafont.com/img/preview/c/o/cornucopia_of_dingbats_eight0.png,Dingbats,Cornucopia of Dingbats Eight,Various
WC Fonts / Atypeek,//dl.dafont.com/dl/?f=wc_slaasssch,https://www.dafont.com/img/preview/w/c/wc_slaasssch1.png,Dingbats,WC Slaasssch,Various
Illuminati Rex,//dl.dafont.com/dl/?f=illuminati_masonic_cipher,https://www.dafont.com/img/preview/i/l/illuminati_masonic_cipher0.png,Dingbats,Illuminati Masonic Cipher,Various
Véronique Callait,//dl.dafont.com/dl/?f=townsfolk,https://www.dafont.com/img/preview/t/o/townsfolk0.png,Dingbats,Townsfolk,Various
Intellecta Design,//dl.dafont.com/dl/?f=grissom_four,https://www.dafont.com/img/preview/g/r/grissom_four0.png,Dingbats,Grissom Four,Animals
David Flor,//dl.dafont.com/dl/?f=dli_darkscript,https://www.dafont.com/img/preview/d/l/dli_darkscript0.png,Dingbats,DLI DarkScript,Various
caferuluc,//dl.dafont.com/dl/?f=tuzluca_tdd,https://www.dafont.com/img/preview/t/u/tuzluca_tdd0.png,Dingbats,Tuzluca TDD,"Runes, Elvish"
Intellecta Design,//dl.dafont.com/dl/?f=mixed_silhouettes_five,https://www.dafont.com/img/preview/m/i/mixed_silhouettes_five0.png,Dingbats,Mixed Silhouettes Five,Various
Galdino Otten,//dl.dafont.com/dl/?f=inga_stone_redesigned,https://www.dafont.com/img/preview/i/n/inga_stone_redesigned0.png,Dingbats,Inga Stone Redesigned,Ancient
Pixel Sagas,//dl.dafont.com/dl/?f=aurebesh_cantina,https://www.dafont.com/img/preview/a/u/aurebesh_cantina3.png,Dingbats,Aurebesh Cantina,"TV, Movie"
Didik Pratikno,//dl.dafont.com/dl/?f=cermin_pahlawan,https://www.dafont.com/img/preview/c/e/cermin_pahlawan0.png,Dingbats,Cermin Pahlawan,Heads
put out into the deep,//dl.dafont.com/dl/?f=doodlizing,https://www.dafont.com/img/preview/d/o/doodlizing0.png,Dingbats,Doodlizing,Shapes
KineticPlasma Fonts,//dl.dafont.com/dl/?f=cisf_camouflage_kit,https://www.dafont.com/img/preview/c/i/cisf_camouflage_kit0.png,Dingbats,CISF Camouflage Kit,Shapes
Woodcutter,//dl.dafont.com/dl/?f=ole_torero,https://www.dafont.com/img/preview/o/l/ole_torero0.png,Dingbats,Olé Torero,Various
Font Bureau,//dl.dafont.com/dl/?f=weird_mario_bros,https://www.dafont.com/img/preview/w/e/weird_mario_bros0.png,Dingbats,Weird Mario Bros,Games
Ding Bang,//dl.dafont.com/dl/?f=olimpic_icons_1,https://www.dafont.com/img/preview/o/l/olimpic_icons_10.png,Dingbats,Olimpic Icons 1,Sport
Ding Bang,//dl.dafont.com/dl/?f=winter_sport,https://www.dafont.com/img/preview/w/i/winter_sport0.png,Dingbats,Winter Sport,Sport
Pixel Sagas,//dl.dafont.com/dl/?f=nyctographic,https://www.dafont.com/img/preview/n/y/nyctographic0.png,Dingbats,Nyctographic,"Runes, Elvish"
Nils Stahl,//dl.dafont.com/dl/?f=just_symbols_and_stuff,https://www.dafont.com/img/preview/j/u/just_symbols_and_stuff0.png,Dingbats,Just symbols and stuff,Various
Woodcutter,//dl.dafont.com/dl/?f=regular_show,https://www.dafont.com/img/preview/r/e/regular_show0.png,Dingbats,Regular Show,"TV, Movie"
Woodcutter,//dl.dafont.com/dl/?f=woodcutter_people_faces,https://www.dafont.com/img/preview/w/o/woodcutter_people_faces0.png,Dingbats,Woodcutter People Faces,Heads
Ding Bang,//dl.dafont.com/dl/?f=grey,https://www.dafont.com/img/preview/g/r/grey0.png,Dingbats,Grey,"TV, Movie"
Vladimir  Nikolic,//dl.dafont.com/dl/?f=medusa,https://www.dafont.com/img/preview/m/e/medusa0.png,Dingbats,Medusa,Various
Tom Mouat,//dl.dafont.com/dl/?f=miltrain,https://www.dafont.com/img/preview/m/i/miltrain0.png,Dingbats,MilTrain,Army
Zillah,//dl.dafont.com/dl/?f=zillaroonies,https://www.dafont.com/img/preview/z/i/zillaroonies0.png,Dingbats,Zillaroonies,"Runes, Elvish"
Morten Bek,//dl.dafont.com/dl/?f=futharken,https://www.dafont.com/img/preview/f/u/futharken0.png,Dingbats,Futharken,"Runes, Elvish"
Vladimir  Nikolic,//dl.dafont.com/dl/?f=pablo,https://www.dafont.com/img/preview/p/a/pablo0.png,Dingbats,Pablo,Heads
Reasonable Solutions,//dl.dafont.com/dl/?f=rs_moroma,https://www.dafont.com/img/preview/r/s/rs_moroma0.png,Dingbats,RS Moroma,"Runes, Elvish"
Steve Ferrera,//dl.dafont.com/dl/?f=anderson_dings_2,https://www.dafont.com/img/preview/a/n/anderson_dings_20.png,Dingbats,Anderson Dings 2,"TV, Movie"
Megan Toy,//dl.dafont.com/dl/?f=meganbats,https://www.dafont.com/img/preview/m/e/meganbats0.png,Dingbats,MeganBats,Various
Tom Raaijmakers,//dl.dafont.com/dl/?f=artefekt,https://www.dafont.com/img/preview/a/r/artefekt0.png,Dingbats,Artefekt,Various
The Wondermaker,//dl.dafont.com/dl/?f=kids_from_snow_hill,https://www.dafont.com/img/preview/k/i/kids_from_snow_hill0.png,Dingbats,Kids From Snow Hill,Various
GestureWorks,//dl.dafont.com/dl/?f=gesture_glyphs,https://www.dafont.com/img/preview/g/e/gesture_glyphs0.png,Dingbats,Gesture Glyphs,Various
M#rm#n,//dl.dafont.com/dl/?f=republica_mexicana,https://www.dafont.com/img/preview/r/e/republica_mexicana0.png,Dingbats,Republica Mexicana,Various
Adien Gunarta,//dl.dafont.com/dl/?f=people_diverse,https://www.dafont.com/img/preview/p/e/people_diverse0.png,Dingbats,People Diverse,Heads
Adien Gunarta,//dl.dafont.com/dl/?f=indonesian_woman,https://www.dafont.com/img/preview/i/n/indonesian_woman0.png,Dingbats,Indonesian Woman,Heads
Tattoo Paul,//dl.dafont.com/dl/?f=pauls_real_celtic_rune_font,https://www.dafont.com/img/preview/p/a/pauls_real_celtic_rune_font0.png,Dingbats,Pauls Real Celtic Rune,"Runes, Elvish"
Chanaka Liyanage,//dl.dafont.com/dl/?f=the_prince,https://www.dafont.com/img/preview/t/h/the_prince0.png,Dingbats,The Prince,Heads
Chanaka Liyanage,//dl.dafont.com/dl/?f=daniel_radcliffe,https://www.dafont.com/img/preview/d/a/daniel_radcliffe0.png,Dingbats,Daniel Radcliffe,"TV, Movie"
Chanaka Liyanage,//dl.dafont.com/dl/?f=david_carradine,https://www.dafont.com/img/preview/d/a/david_carradine0.png,Dingbats,David Carradine,"TV, Movie"
Samyuli,//dl.dafont.com/dl/?f=gunfjaun_runic,https://www.dafont.com/img/preview/g/u/gunfjaun_runic0.png,Dingbats,Gunfjaun Runic,"Runes, Elvish"
Samyuli,//dl.dafont.com/dl/?f=modraniht_runic,https://www.dafont.com/img/preview/m/o/modraniht_runic0.png,Dingbats,Modraniht Runic,"Runes, Elvish"
Attila Ángyán,//dl.dafont.com/dl/?f=red_list,https://www.dafont.com/img/preview/r/e/red_list0.png,Dingbats,Red List,Animals
Samyuli,//dl.dafont.com/dl/?f=gunnar_runic,https://www.dafont.com/img/preview/g/u/gunnar_runic0.png,Dingbats,Gunnar Runic,"Runes, Elvish"
Samyuli,//dl.dafont.com/dl/?f=yggdrasil_runic,https://www.dafont.com/img/preview/y/g/yggdrasil_runic0.png,Dingbats,Yggdrasil Runic,"Runes, Elvish"
Samyuli,//dl.dafont.com/dl/?f=skraeling_runic,https://www.dafont.com/img/preview/s/k/skraeling_runic0.png,Dingbats,Skraeling Runic,"Runes, Elvish"
Samyuli,//dl.dafont.com/dl/?f=hyrrokkin_runic,https://www.dafont.com/img/preview/h/y/hyrrokkin_runic0.png,Dingbats,Hyrrokkin Runic,"Runes, Elvish"
Samyuli,//dl.dafont.com/dl/?f=fenrir_runic,https://www.dafont.com/img/preview/f/e/fenrir_runic0.png,Dingbats,Fenrir Runic,"Runes, Elvish"
Samyuli,//dl.dafont.com/dl/?f=nidhogg_runic,https://www.dafont.com/img/preview/n/i/nidhogg_runic0.png,Dingbats,Nidhogg Runic,"Runes, Elvish"
Intellecta Design,//dl.dafont.com/dl/?f=easyheraldics,https://www.dafont.com/img/preview/e/a/easyheraldics0.png,Dingbats,Easy Heraldics,Various
PenguinCube,//dl.dafont.com/dl/?f=stereotypo,https://www.dafont.com/img/preview/s/t/stereotypo0.png,Dingbats,StereoTypo,Various
Intellecta Design,//dl.dafont.com/dl/?f=kidingsfree,https://www.dafont.com/img/preview/k/i/kidingsfree0.png,Dingbats,Kidings Free,Various
Intellecta Design,//dl.dafont.com/dl/?f=spirit_of_montezuma,https://www.dafont.com/img/preview/s/p/spirit_of_montezuma2.png,Dingbats,Spirit of Montezuma,Ancient
Intellecta Design,//dl.dafont.com/dl/?f=cortomaltese,https://www.dafont.com/img/preview/c/o/cortomaltese0.png,Dingbats,Corto Maltese,Various
London Letters,//dl.dafont.com/dl/?f=lms_zoo_and_aquarium_life,https://www.dafont.com/img/preview/l/m/lms_zoo_and_aquarium_life0.png,Dingbats,LMS Zoo and Aquarium Life,Animals
Lauren Ashpole,//dl.dafont.com/dl/?f=origamibats,https://www.dafont.com/img/preview/o/r/origamibats1.png,Dingbats,Origami Bats,Various
LeChefRené,//dl.dafont.com/dl/?f=gardening_with_sue,https://www.dafont.com/img/preview/g/a/gardening_with_sue0.png,Dingbats,Gardening With Sue,Various
Samyuli,//dl.dafont.com/dl/?f=harald_runic_demo,https://www.dafont.com/img/preview/h/a/harald_runic_demo0.png,Dingbats,Harald Runic,"Runes, Elvish"
coletivo NEGOBOM,//dl.dafont.com/dl/?f=negobom,https://www.dafont.com/img/preview/n/e/negobom0.png,Dingbats,Negobom,Heads
bobistheowl,//dl.dafont.com/dl/?f=obey_series_2,https://www.dafont.com/img/preview/o/b/obey_series_20.png,Dingbats,Obey Series 2,Various
bobistheowl,//dl.dafont.com/dl/?f=obeytyrant,https://www.dafont.com/img/preview/o/b/obeytyrant0.png,Dingbats,Obey Tyrant,Various
The Wondermaker,//dl.dafont.com/dl/?f=this_is_my_town_2,https://www.dafont.com/img/preview/t/h/this_is_my_town_20.png,Dingbats,This Is My Town 2,Various
Peter Wiegel,//dl.dafont.com/dl/?f=elfic_caslin,https://www.dafont.com/img/preview/e/l/elfic_caslin0.png,Dingbats,Elfic Caslin,"Runes, Elvish"
birisi,//dl.dafont.com/dl/?f=anadolu,https://www.dafont.com/img/preview/a/n/anadolu0.png,Dingbats,Anadolu,Various
FlipDarius,//dl.dafont.com/dl/?f=fd_j_borges,https://www.dafont.com/img/preview/f/d/fd_j_borges0.png,Dingbats,FD J Borges,Various
Denise Bentulan,//dl.dafont.com/dl/?f=denne_pretty_shit,https://www.dafont.com/img/preview/d/e/denne_pretty_shit0.png,Dingbats,Denne Pretty Shit,Various
Skulls,//dl.dafont.com/dl/?f=knives,https://www.dafont.com/img/preview/k/n/knives0.png,Dingbats,Knives,Various
Woodcutter,//dl.dafont.com/dl/?f=woodcutter_el_dia_de_todos_los_santos,https://www.dafont.com/img/preview/w/o/woodcutter_el_dia_de_todos_los_santos0.png,Dingbats,Woodcutter El Día De Todos Los Santos,Various
Chequered Ink,//dl.dafont.com/dl/?f=lorra_lorra_dates,https://www.dafont.com/img/preview/l/o/lorra_lorra_dates0.png,Dingbats,Lorra Lorra Dates!,"TV, Movie"
Vladimir  Nikolic,//dl.dafont.com/dl/?f=loomad,https://www.dafont.com/img/preview/l/o/loomad0.png,Dingbats,Loomad,Animals
Woodcutter,//dl.dafont.com/dl/?f=andy_capp,https://www.dafont.com/img/preview/a/n/andy_capp0.png,Dingbats,Andy Capp,Various
Vladimir  Nikolic,//dl.dafont.com/dl/?f=herr,https://www.dafont.com/img/preview/h/e/herr0.png,Dingbats,Herr,Heads
Maelle.K | Thomas Boucherie,//dl.dafont.com/dl/?f=skate_or_die2,https://www.dafont.com/img/preview/s/k/skate_or_die20.png,Dingbats,Skate or Die,Heads
Iconian Fonts,//dl.dafont.com/dl/?f=famous_spaceships_2,https://www.dafont.com/img/preview/f/a/famous_spaceships_20.png,Dingbats,Famous Spaceships 2,"TV, Movie"
Woodcutter,//dl.dafont.com/dl/?f=manicomio_woodcutter,https://www.dafont.com/img/preview/m/a/manicomio_woodcutter0.png,Dingbats,Manicomio Woodcutter,Various
Dietrich Kerner,//dl.dafont.com/dl/?f=moclan,https://www.dafont.com/img/preview/m/o/moclan0.png,Dingbats,Moclan,"TV, Movie"
Misti's Fonts,//dl.dafont.com/dl/?f=mf_dings_2,https://www.dafont.com/img/preview/m/f/mf_dings_20.png,Dingbats,MF Dings 2,Various
Don Marciano,//dl.dafont.com/dl/?f=bootcamp_morsecode,https://www.dafont.com/img/preview/b/o/bootcamp_morsecode0.png,Dingbats,Bootcamp Morsecode,Various
Vladimir  Nikolic,//dl.dafont.com/dl/?f=wanita,https://www.dafont.com/img/preview/w/a/wanita0.png,Dingbats,Wanita,Heads
Vladimir  Nikolic,//dl.dafont.com/dl/?f=womano,https://www.dafont.com/img/preview/w/o/womano0.png,Dingbats,Womano,Heads
Sam Pritchard,//dl.dafont.com/dl/?f=terrafontars,https://www.dafont.com/img/preview/t/e/terrafontars0.png,Dingbats,Terra Fontars,Various
Bellini Studio,//dl.dafont.com/dl/?f=etaday,https://www.dafont.com/img/preview/e/t/etaday0.png,Dingbats,Etaday,Various
Sandra Sisofo,//dl.dafont.com/dl/?f=mai1968,https://www.dafont.com/img/preview/m/a/mai19680.png,Dingbats,Mai 1968,Various
Vladimir  Nikolic,//dl.dafont.com/dl/?f=damen,https://www.dafont.com/img/preview/d/a/damen0.png,Dingbats,Damen,Heads
Vladimir  Nikolic,//dl.dafont.com/dl/?f=meine,https://www.dafont.com/img/preview/m/e/meine0.png,Dingbats,Meine,Heads
Vladimir  Nikolic,//dl.dafont.com/dl/?f=falter,https://www.dafont.com/img/preview/f/a/falter0.png,Dingbats,Falter,Animals
Vladimir  Nikolic,//dl.dafont.com/dl/?f=anichka,https://www.dafont.com/img/preview/a/n/anichka0.png,Dingbats,Anichka,Heads
Jorge Morón,//dl.dafont.com/dl/?f=monsters_among_us_dingbats,https://www.dafont.com/img/preview/m/o/monsters_among_us_dingbats0.png,Dingbats,Monsters Among US Dingbats,Horror
Vladimir  Nikolic,//dl.dafont.com/dl/?f=opa,https://www.dafont.com/img/preview/o/p/opa0.png,Dingbats,Opa,Heads
Vladimir  Nikolic,//dl.dafont.com/dl/?f=messe,https://www.dafont.com/img/preview/m/e/messe0.png,Dingbats,Messe,Various
Vladimir  Nikolic,//dl.dafont.com/dl/?f=head_of_idol,https://www.dafont.com/img/preview/h/e/head_of_idol0.png,Dingbats,Head of Idol,Heads
Adien Gunarta,//dl.dafont.com/dl/?f=binarung,https://www.dafont.com/img/preview/b/i/binarung0.png,Dingbats,Binarung,Heads
Lillian Frank,//dl.dafont.com/dl/?f=elvish,https://www.dafont.com/img/preview/e/l/elvish0.png,Dingbats,Elvish,"Runes, Elvish"
Cid Cruz,//dl.dafont.com/dl/?f=navalar,https://www.dafont.com/img/preview/n/a/navalar0.png,Dingbats,Navalar,Various
Pixel Sagas,//dl.dafont.com/dl/?f=rigidia,https://www.dafont.com/img/preview/r/i/rigidia0.png,Dingbats,Rigidia,"Runes, Elvish"
Woodcutter,//dl.dafont.com/dl/?f=woodcutter_olla_barrejada,https://www.dafont.com/img/preview/w/o/woodcutter_olla_barrejada0.png,Dingbats,Woodcutter Olla Barrejada,Various
Rafael Ascanio,//dl.dafont.com/dl/?f=kamis,https://www.dafont.com/img/preview/k/a/kamis0.png,Dingbats,Kamis,Various
Corpus Delicti Fonts Sam3,//dl.dafont.com/dl/?f=ancla,https://www.dafont.com/img/preview/a/n/ancla0.png,Dingbats,Ancla Alphabet,Various
Illuminati Rex,//dl.dafont.com/dl/?f=illuminati_dirigens_berlin,https://www.dafont.com/img/preview/i/l/illuminati_dirigens_berlin0.png,Dingbats,Illuminati Dirigens Berlin,Various
Michael Gaines,//dl.dafont.com/dl/?f=quotidian,https://www.dafont.com/img/preview/q/u/quotidian0.png,Dingbats,Quotidian,Heads
Woodcutter,//dl.dafont.com/dl/?f=senior_citizen,https://www.dafont.com/img/preview/s/e/senior_citizen0.png,Dingbats,Senior Citizen,Various
Jasmine Croser,//dl.dafont.com/dl/?f=pigpencodefont,https://www.dafont.com/img/preview/p/i/pigpencodefont0.png,Dingbats,PigPen Code Font,Various
Pixel Sagas,//dl.dafont.com/dl/?f=britannian,https://www.dafont.com/img/preview/b/r/britannian3.png,Dingbats,Britannian,"Runes, Elvish"
Pixel Sagas,//dl.dafont.com/dl/?f=semphari,https://www.dafont.com/img/preview/s/e/semphari3.png,Dingbats,Semphari,Various
Pixel Sagas,//dl.dafont.com/dl/?f=starburst_pips,https://www.dafont.com/img/preview/s/t/starburst_pips0.png,Dingbats,Starburst Pips,Games
