author_country,author_link,author_name
 Canada ,https://www.dafont.com/michel-troy.d1793,UrbanPixel - Michel  Troy
 Canada ,https://www.dafont.com/vaughn-royko.d2258,Vaughn Royko
 Canada ,https://www.dafont.com/zacchary-dempsey-plante.d6765,Zacchary Dempsey-Plante
 Canada ,https://www.dafont.com/zachary-lucier.d3989,Zachary Lucier
 Canada ,https://www.dafont.com/zara-yow.d3718,Zara Yow
 Canada ,https://www.dafont.com/zupton.d3803,Zupton
 Germany ,https://www.dafont.com/typerookie.d8495,Typerookie
 Germany ,https://www.dafont.com/uli-steinwandel.d6770,Uli Germany
 Germany ,https://www.dafont.com/union-sozialer-einrichtungen-ggmbh.d7593,Union Sozialer Einrichtungen gGmbH - Mediengestaltung
 Germany ,https://www.dafont.com/uwe-borchert.d7528,Uwe Borchert
 Germany ,https://www.dafont.com/vinzent-britz.d3562,Vinzent Britz
 Germany ,https://www.dafont.com/volker-busse.d1507,Volker Busse - F25 Digital Typeface Design - Volker  Busse
 Germany ,https://www.dafont.com/wsc.d2563,wsc
 Germany ,https://www.dafont.com/yanone.d1019,Yanone - Jan Gerner
 Germany ,https://www.dafont.com/stefan-wetterstrand.d6487,YesYesNo - Michel Martinsson
 Poland ,https://www.dafont.com/adam-jagosz.d6881,Adam Jagosz
 Poland ,https://www.dafont.com/adam-rucki.d7849,Adam Rucki
 Poland ,https://www.dafont.com/andrzej-gdula.d6150,Andrzej Gdula
 Poland ,https://www.dafont.com/anika.d3026,Anika
 Poland ,https://www.dafont.com/anna-ch.d5792,Anna Ch
 Poland ,https://www.dafont.com/bartosz-panek.d7395,Bartosz Panek
 Poland ,https://www.dafont.com/bartosz-wesolek.d7078,Bartosz Wesolek
 Poland ,https://www.dafont.com/blazej-gradziel.d6184,Blazej Gradziel
 Poland ,https://www.dafont.com/czyszy.d4392,Czyszy
 Poland ,https://www.dafont.com/edyta-majewska.d7393,Edyta Majewska
 Poland ,https://www.dafont.com/simon.d5370,Gankiewicz - Szymon Gankiewicz
 Poland ,https://www.dafont.com/lukasz-szubski.d2976,GBstudio
 Poland ,https://www.dafont.com/gluk.d1841,gluk - Grzegorz l
 Poland ,https://www.dafont.com/glukfonty.d2790,glukfonty - Grzegorz l
 Poland ,https://www.dafont.com/jakub-degorski.d5119,Jakub Degórski
 Poland ,https://www.dafont.com/jarek-frac.d6796,Jarek Frac
 Poland ,https://www.dafont.com/kacper-seredyn.d6495,Kacper Seredyn
 Poland ,https://www.dafont.com/kajetan-andrzejak.d7027,Kajetan Andrzejak
 Poland ,https://www.dafont.com/kiedra.d3395,Kiedra
 Poland ,https://www.dafont.com/koraliki-fonts.d4030,Koraliki
 Poland ,https://www.dafont.com/krzysztof-palinski.d2740,Krzysztof Paliński
 Poland ,https://www.dafont.com/kwtk.d2478,kwtk
 Poland ,https://www.dafont.com/leszek-soltys.d1722,Leszek Soltys
 Poland ,https://www.dafont.com/marcin-leskow.d2401,Marcin Leśków
 Poland ,https://www.dafont.com/marcin-zdrojewski.d6288,Marcin Zdrojewski
 Poland ,https://www.dafont.com/marek-waszczuk.d1309,Marek Waszczuk
 Poland ,https://www.dafont.com/mean-machine.d2094,mean_machine
 Poland ,https://www.dafont.com/michal-buczynski.d2871,Michał Buczyński
 Poland ,https://www.dafont.com/monika-dudikeni.d4717,Monika Dudikeni
 Poland ,https://www.dafont.com/mushroomfonts.d6023,Mushroom font
 Poland ,https://www.dafont.com/neoqueto.d2449,Neoqueto - Michał Nowak
 Poland ,https://www.dafont.com/barmee.d297,Nowak.tv - Bartek Nowak
 Argentina ,https://www.dafont.com/adrian-flores.d2325,Adrián Flores
 Argentina ,https://www.dafont.com/agustin-laitan.d6304,Agustín Laitán
 Argentina ,https://www.dafont.com/agustin-senatore.d7142,Agustín Senatore
 Argentina ,https://www.dafont.com/cunia.d7261,Alejo Bergmann
 Argentina ,https://www.dafont.com/alexander-mann.d3478,Alex - Alexander Mann
 Argentina ,https://www.dafont.com/alex-dukal.d4805,Alex Dukal
 Argentina ,https://www.dafont.com/angie-arscott.d2047,Angie Arscott
 Argentina ,https://www.dafont.com/antipixel.d1821,Antipixel - Julia Martínez Diana
 Poland ,https://www.dafont.com/przemyslaw-zieba.d5971,P.Finch - Przemysław Zięba
 Poland ,https://www.dafont.com/paism-83.d5180,Paism 83
 Poland ,https://www.dafont.com/patrycja-piotrowska.d5972,Patrycja Piotrowska
 Poland ,https://www.dafont.com/pawel-burgiel.d5903,Paweł Burgiel
 Poland ,https://www.dafont.com/marta-waniek.d4668,Polish Your Art - Marta Waniek
 Argentina ,https://www.dafont.com/ariel-gonzalez.d3988,Ariel Gonzalez
 Argentina ,https://www.dafont.com/ayelen-arpini.d2409,Ayelen Arpini
 Argentina ,https://www.dafont.com/barbara-de-maio.d4354,Barbara De Maio
 Argentina ,https://www.dafont.com/agustin-bou.d1728,Bou Fonts - Agustín Bou
 Argentina ,https://www.dafont.com/dark-metal.d4670,Brenda Sosa
 Argentina ,https://www.dafont.com/brian-qc.d4618,Brian QC
 Argentina ,https://www.dafont.com/bruno-laurenzano.d2562,Bruno Laurenzano
 Argentina ,https://www.dafont.com/fernando-de-carabassa.d4333,Carabarts - Fernando  de Carabassa
 Argentina ,https://www.dafont.com/cro-lyrics.d8370,cro.lyrics
 Argentina ,https://www.dafont.com/daniel-chazarreta.d5747,Daniel Chazarreta
 Poland ,https://www.dafont.com/quadratype.d6633,quadratype
 Poland ,https://www.dafont.com/sos-sosowski.d6403,Sos Sosowski
 Poland ,https://www.dafont.com/szuflada-designs.d3388,Szuflada Designs
 Poland ,https://www.dafont.com/tomasz-dudziak.d1290,Tomasz Dudziak
 Poland ,https://www.dafont.com/tomasz-skowronski.d3187,Tomasz Skowroński
 Poland ,https://www.dafont.com/wojtek-zolty.d7224,Wojtek Zolty
 Poland ,https://www.dafont.com/romuald-kowalczyk.d1553,Zestaw Koralików
 Argentina ,https://www.dafont.com/daniel-basualdo.d1996,Debasualdo - Daniel Basualdo
 Argentina ,https://www.dafont.com/diego-vallejo.d2387,Diego Vallejo
 Argentina ,https://www.dafont.com/elias-chafino.d1785,Elias Chafino
 Argentina ,https://www.dafont.com/ergo-hiki.d5724,Ergo Hiki - Ergo Hiki
 Argentina ,https://www.dafont.com/fabricio-metallo.d3514,Fabricio Metallo
 Argentina ,https://www.dafont.com/federico-abuye.d3637,Federico Abuyé
 Argentina ,https://www.dafont.com/flavia-bocco.d1613,Flavia Bocco
 Argentina ,https://www.dafont.com/franco-fuentes.d7413,Franco Fuentes
 Argentina ,https://www.dafont.com/g-hildt.d1659,G/Hildt - Gustavo Hildt
 Argentina ,https://www.dafont.com/gabriele-magurno.d851,Gabriele Magurno
 Argentina ,https://www.dafont.com/gaspar.d7711,Gaspar
 Argentina ,https://www.dafont.com/gaston-jacquier.d6334,Gastón Jacquier
 Argentina ,https://www.dafont.com/german-ventriglia.d977,Germán Ventriglia
 Argentina ,https://www.dafont.com/gisela-caruso.d2622,Gisela Caruso
 Argentina ,https://www.dafont.com/marcos-augusto-farhat.d1161,Guitar Chords Creator Fonts - Marcos Augusto Farhat
 Argentina ,https://www.dafont.com/ivan-pawluk.d3638,Iván Pawluk
 Argentina ,https://www.dafont.com/jairo-xf.d6590,Jairo XF
 Argentina ,https://www.dafont.com/jamon-del-mar.d1971,Jamón del Mar - Anita Wainer
 Argentina ,https://www.dafont.com/javier.d2033,Javier
 Argentina ,https://www.dafont.com/jazmin-alejandra.d4603,Jazmin Alejandra
 Argentina ,https://www.dafont.com/jean-catalano.d3403,Jean Catalano
 Argentina ,https://www.dafont.com/jessica-erizalde.d3955,Jessica Erizalde
 Argentina ,https://www.dafont.com/jit-martinez.d4998,Jit Martinez
 Argentina ,https://www.dafont.com/juan-ignacio-briasco.d4218,Juan Ignacio Briasco
 Argentina ,https://www.dafont.com/juan-ignacio-felice.d3601,Juan Ignacio Felice
 Argentina ,https://www.dafont.com/jmr.d5206,Juan Martín  Romaris
 Argentina ,https://www.dafont.com/julian-rodriguez.d1517,Julian Rodriguez
 Argentina ,https://www.dafont.com/lautaro-cabrera.d3251,Lautaro Cabrera
 Argentina ,https://www.dafont.com/leonardo-falaschini.d3305,Leonardo Falaschini
 Argentina ,https://www.dafont.com/lucas-benitez.d5720,Lucas Benitez
 Argentina ,https://www.dafont.com/luis-rodriguez.d1945,Luis Rodriguez
 Argentina ,https://www.dafont.com/mariel-gornati.d4054,MAGOfonts - Mariel Gornati
 Argentina ,https://www.dafont.com/manuel.d7386,Manuel
 Argentina ,https://www.dafont.com/marcelo-ricardo-rozas.d6019,Marcelo Ricardo Rozas
 Argentina ,https://www.dafont.com/maria-eugenia-pettina.d4086,María Eugenia Pettina
 Argentina ,https://www.dafont.com/marianetta.d3667,Marianetta
 Argentina ,https://www.dafont.com/matias-demti.d5838,Matias Demti
 Argentina ,https://www.dafont.com/matrerog-disenio.d1298,MatreroG
 Argentina ,https://www.dafont.com/mauro-grossi.d3422,Mauro Grossi
 Argentina ,https://www.dafont.com/mauro-mesler.d1524,Mauro Mesler
 Argentina ,https://www.dafont.com/maximiliano-dasch.d1985,Maximiliano Däsch
 Argentina ,https://www.dafont.com/mica-karaman.d5095,Mica Karaman
 Argentina ,https://www.dafont.com/mielconejina.d2690,Mielconejina
 Argentina ,https://www.dafont.com/miguel-albornoz.d3215,Miguel Albornoz
 Argentina ,https://www.dafont.com/nestor-ferranti.d1688,Néstor Ferranti
 Argentina ,https://www.dafont.com/nicolas-muino.d1973,Nicolas Muiño
 Argentina ,https://www.dafont.com/nodho-estudio-de-diseno.d7725,Nodho Estudio de diseño
 Argentina ,https://www.dafont.com/pablo-impallari.d2915,Pablo Impallari
 Argentina ,https://www.dafont.com/patricio-luna.d3687,Patricio Luna
 Argentina ,https://www.dafont.com/pedro-miguel-gutierrez.d3885,Pedro Miguel Gutiérrez
 Argentina ,https://www.dafont.com/pedro-insfran.d6097,piterosporum - Pedro Insfran
 Argentina ,https://www.dafont.com/asegurado-castro.d4362,Puff -
 Argentina ,https://www.dafont.com/carlos-matteoli.d3314,Qbotype Fonts - Carlos Daniel Matteoli
 Argentina ,https://www.dafont.com/rab.d6938,Rab
 Argentina ,https://www.dafont.com/rin-craig.d2981,Rin Craig
 Argentina ,https://www.dafont.com/rocchy-benitez.d5579,Rocchy Benitez
 Argentina ,https://www.dafont.com/rodrigo-fuenzalida.d4637,Rodrigo Fuenzalida
 Argentina ,https://www.dafont.com/romina-chamorro.d1881,Romina Chamorro
 Argentina ,https://www.dafont.com/fabrizio-ballarini.d1713,Santiago Ballarini
 Argentina ,https://www.dafont.com/sebastian-seidler.d1990,Sebastian Seidler
 Argentina ,https://www.dafont.com/simon-saavedra.d4666,Simón Saavedra
 Argentina ,https://www.dafont.com/sk8er-punkd.d1432,Sk8er Punkd
 Argentina ,https://www.dafont.com/sohokid.d1652,Sohokid
 Argentina ,https://www.dafont.com/tano-veron.d6197,Tano Veron
 Argentina ,https://www.dafont.com/tatiana-rock.d6892,Tatiana Rock
 Argentina ,https://www.dafont.com/tomas-castiglioni.d8539,Tomás Castiglioni
 Argentina ,https://www.dafont.com/untitled-motion.d4215,Untitled Motion
 Argentina ,https://www.dafont.com/victor-hugo-astorga.d5150,Victor Hugo Astorga
 Argentina ,https://www.dafont.com/victoria-pasin.d3971,Victoria Pasin
 France ,https://www.dafont.com/arnaud.d4854,-arnaud-
 France ,https://www.dafont.com/spark-01.d5492,=spark_01=
 France ,https://www.dafont.com/achille-nzoda.d3569,Achille Nzoda
 France ,https://www.dafont.com/adelaide-michel.d4078,adelaidemichel
 France ,https://www.dafont.com/alexandre-marc.d3851,Alexandre Marc
 France ,https://www.dafont.com/alexandre-noyer.d8145,Alexandre Noyer
 France ,https://www.dafont.com/alfred-moustache.d2899,Alfred Moustache
 France ,https://www.dafont.com/alice-wolski.d6447,Alice Wolski
 France ,https://www.dafont.com/bsilkkrieg.d1832,alien foundery - Thibault Dietlin
 France ,https://www.dafont.com/altay-dagistan.d4258,Altay Dagistan
 France ,https://www.dafont.com/christophe-arvin-berod.d1313,amateur forever - Christophe Arvin-Bérod
 France ,https://www.dafont.com/ambobodesign.d1735,AmboboDesign
 France ,https://www.dafont.com/anthony-bossard.d1588,Anthony Bossard
 France ,https://www.dafont.com/antoine-derouineau.d1461,Antoine Derouineau
 Virgin Islands ,https://www.dafont.com/nick-cunha.d6120,Nick Cunha
 France ,https://www.dafont.com/antoine-ravnich.d3259,Antoine Ravnich
 France ,https://www.dafont.com/jean-pierre-mallaroni.d853,Argor - Jean-Pierre Mallaroni
 France ,https://www.dafont.com/arlee-draw.d7315,Arlee Draw
 France ,https://www.dafont.com/cheikhna-diouf.d2716,Astroneo - Cheikhna Diouf
 France ,https://www.dafont.com/bambhout-florian.d2035,Bambootypes - Florian Bambhout
 France ,https://www.dafont.com/baptiste-pitasi.d3996,Baptiste Pitasi
 France ,https://www.dafont.com/barbara-masson.d6427,Barbara Masson
 France ,https://www.dafont.com/paki.d5417,Barber Shop - Paki BARBER SHOP
 France ,https://www.dafont.com/benoit-champy.d3459,BC - Benoît Champy
 France ,https://www.dafont.com/benoit-macaigne.d4918,Benoît Macaigne
 France ,https://www.dafont.com/benoit-sjoholm.d1818,Benoît Sjöholm
 France ,https://www.dafont.com/brice-you.d3211,Bibliopolæ - Brice You
 France ,https://www.dafont.com/boluge.d1582,Boluge - Stéphane Deluce
 France ,https://www.dafont.com/bonzer-herrbrecht.d5649,Bonzer - Bonzer Herrbrecht
 France ,https://www.dafont.com/brian-kindle.d5085,Brian Kindle
 France ,https://www.dafont.com/bricehu.d7798,Brice Hugonnet
 France ,https://www.dafont.com/camille-bissuel.d6657,Camille Bissuel
 France ,https://www.dafont.com/carlos-silva.d2643,Carlos Silva
 France ,https://www.dafont.com/cedric-dequidt.d3643,Cédric  Dequidt
 France ,https://www.dafont.com/celia-astori.d5574,Célia Astori
 France ,https://www.dafont.com/hierocide.d3172,Chirurgie Graphique
 France ,https://www.dafont.com/chloe-faller.d3489,Chloé Faller
 France ,https://www.dafont.com/claude.d64,Chloe5972 - Claude
 France ,https://www.dafont.com/christophe-alglave.d3219,Christophe Alglave
 France ,https://www.dafont.com/colorbean.d6277,Colorbean
 France ,https://www.dafont.com/corne2plum3.d7786,Corne2Plum3
 France ,https://www.dafont.com/christian-redler.d6325,CR decopochoirs
 France ,https://www.dafont.com/damien-croisot.d1031,Damien Croisot
 France ,https://www.dafont.com/sweeeep.d971,Damien Gosset
 France ,https://www.dafont.com/danbettystudio.d3457,DanBetty Studio
 France ,https://www.dafont.com/dcoxy.d4195,dcoxy - Greg Medina
 France ,https://www.dafont.com/domenico-catapano.d986,Dom
 France ,https://www.dafont.com/dominique-idiart.d4608,Dominique Idiart
 France ,https://www.dafont.com/eddy-kindanda.d1307,DyBlaze - Eddy Kind
 France ,https://www.dafont.com/eric-djengue.d5782,Eric Djengué
 France ,https://www.dafont.com/fabien-graphiste.d2978,Fabien Graphiste - Fabien
 France ,https://www.dafont.com/florian-contreras.d3901,Florian Contreras
 France ,https://www.dafont.com/fontyou.d5459,Fontyou
 France ,https://www.dafont.com/francois-bruel.d481,François Bruel
 France ,https://www.dafont.com/fred-cre.d3592,Fred Cre
 France ,https://www.dafont.com/frederic-barthe.d4387,Frédéric Barthe
 France ,https://www.dafont.com/machinchouette.d3859,Gaël Chrétien
 France ,https://www.dafont.com/gaelleing.d4323,Gaelleing
 France ,https://www.dafont.com/ladfaev.d1701,Gilles  Sage
 Togo ,https://www.dafont.com/harriet-golden.d2494,Jane  Doe
 France ,https://www.dafont.com/gilles-clemenceau.d4468,Gilles Clemenceau
 France ,https://www.dafont.com/gilles-le-corre.d1666,GLC Foundry - Gilles Le Corre
 France ,https://www.dafont.com/prs-of-grenoble-graphik-it.d1310,Grenoble Graphik it ! - PRS of GGI (B.Boukagne)
 France ,https://www.dafont.com/quentin-biojout.d7551,Gryn Studio - Quentin Biojout
 France ,https://www.dafont.com/guillaume-kurkdjian.d3594,Guillaume Kurkdjian
 France ,https://www.dafont.com/guy-buhry.d1243,Guy Buhry
 France ,https://www.dafont.com/hasbarak.d3406,Hasbarak
 France ,https://www.dafont.com/hechicero.d3361,hechicero
 France ,https://www.dafont.com/holyrose.d1018,Holyrose
 France ,https://www.dafont.com/humanabase.d1987,humanabase
 France ,https://www.dafont.com/imagex.d2938,imagex
 France ,https://www.dafont.com/nicolas-moreau.d3188,Iskoan
 France ,https://www.dafont.com/jacky-frossard.d2081,Jacky Frossard
 Mexico ,https://www.dafont.com/rodrigo-cavazos.d2316,21lab - Rodrigo Cavazos
 Mexico ,https://www.dafont.com/adolfo-rojas.d3181,Adolfo Rojas
 Mexico ,https://www.dafont.com/aldo-dattoli.d3994,Aldo Dattoli
 Mexico ,https://www.dafont.com/aldo-silva.d2151,Aldo Silva
 France ,https://www.dafont.com/jay-cobs.d5087,Jaycobs - Jay Cobs
 France ,https://www.dafont.com/jean-boyault.d1668,JBFoundry - Jean Boyault
 France ,https://www.dafont.com/jean-hennequin.d5363,Jean Hennequin
 France ,https://www.dafont.com/jean-jacques-morello.d3588,Jean-Jacques Morello
 France ,https://www.dafont.com/the-living-dead-concept.d1395,jefk
 France ,https://www.dafont.com/jeremie-gauthier.d8559,Jérémie Gauthier
 France ,https://www.dafont.com/jeremy-calli.d5289,Jeremy Calli
 France ,https://www.dafont.com/jerome-delage.d1232,Jérôme Delage
 France ,https://www.dafont.com/jessy-naudin.d4390,Jessy Naudin
 France ,https://www.dafont.com/pascal-aubril.d2221,Joe SKULL
 France ,https://www.dafont.com/joel-carrouche.d5514,Joël Carrouché
 France ,https://www.dafont.com/joel-frl.d4626,Joël Frl
 France ,https://www.dafont.com/johnny-feron.d7181,Johnny Feron
 France ,https://www.dafont.com/julien-sarton.d5443,Judzign - Julien Sarton
 Mexico ,https://www.dafont.com/ali-uchiha.d3864,Ali Uchiha
 Mexico ,https://www.dafont.com/ana-guerra.d3256,Ana Guerra
 Mexico ,https://www.dafont.com/andie-grace-chance.d5706,Andie Grace Chance
 Mexico ,https://www.dafont.com/antonio-sanchez.d6169,Antonio Sánchez
 Mexico ,https://www.dafont.com/idannya-heather-urias-ramos.d6838,AnyKire - Idannya Heather Urias Ramos
 Mexico ,https://www.dafont.com/aristeo-lugo.d6194,Aristeo Lugo
 Mexico ,https://www.dafont.com/arjuna-ortega.d1972,Arjuna Ortega
 Mexico ,https://www.dafont.com/arm-germanotta.d5281,Arm Germanotta
 Mexico ,https://www.dafont.com/arturo-cedillo.d4028,Arturo Cedillo
 Mexico ,https://www.dafont.com/aspek-hndz.d6526,Aspek hndz
 Mexico ,https://www.dafont.com/augusto-elorza.d2238,Augusto Elorza
 Mexico ,https://www.dafont.com/luis-angel-uribe.d2181,Bichochos - Luis Angel  Uribe
 France ,https://www.dafont.com/distreect.d1444,juldada / Distreect - Julien Ménetrat
 France ,https://www.dafont.com/julien-grisoni.d3122,Julien Grisoni
 France ,https://www.dafont.com/karol-giraldo.d5033,Karol Giraldo
 Mexico ,https://www.dafont.com/bran-fractal-eye.d1431,bran
 Mexico ,https://www.dafont.com/burdeles-sancho.d3984,Burdeles - Carlos Sancho
 Mexico ,https://www.dafont.com/alejandro-cabrera-avila.d2473,CabreraTypo - Alejandro Cabrera Avila
 Mexico ,https://www.dafont.com/carlos-mario-pena-solis.d4138,Carlos Mario Peña Solís
 Mexico ,https://www.dafont.com/carlos-medina.d4625,Carlos Medina
 Mexico ,https://www.dafont.com/carlos-zubia.d4098,Carlos Zubia
 Mexico ,https://www.dafont.com/cecilia-rodriguez.d2205,Cecilia Rodríguez
 Mexico ,https://www.dafont.com/citlali-castillo.d4277,Citlali  Castillo
 Mexico ,https://www.dafont.com/corina-olivo.d5266,Corina Olivo
 Mexico ,https://www.dafont.com/hawaiiantropic.d5660,Cris
 Mexico ,https://www.dafont.com/cristina-palapa.d6185,Cristina  Palapa
 Mexico ,https://www.dafont.com/cristina-hernandez-capetillo.d4298,Cristina Hernández Capetillo
 Suriname ,https://www.dafont.com/ravi-rajcoomar.d3669,Ravi Rajcoomar
 France ,https://www.dafont.com/lacartoonerie.d979,LaCartoonerie
 France ,https://www.dafont.com/laurent-badaouy.d6622,Laurent Badaouy
 France ,https://www.dafont.com/laurent-gugli.d2219,Laurent Gugli
 France ,https://www.dafont.com/laurent-hunziker.d4956,Laurent H.
 France ,https://www.dafont.com/hirn-laurent.d2089,Laurent Hirn
 France ,https://www.dafont.com/lea-morand.d7237,Léa Morand
 France ,https://www.dafont.com/leo-lapasset.d3351,Léo Lapasset
 France ,https://www.dafont.com/leon-bli.d3290,Léon Bli
 France ,https://www.dafont.com/lilly.d1371,Lilly - Marianne Muguet
 France ,https://www.dafont.com/lionel-pailloncy.d3483,Lionel Pailloncy
 France ,https://www.dafont.com/loic-jeannin.d5997,Loïc Jeannin
 France ,https://www.dafont.com/louis-rigaud.d1607,Louis Rigaud
 Mexico ,https://www.dafont.com/cristobal-henestrosa.d2007,Cristobal Henestrosa
 Mexico ,https://www.dafont.com/cuen-medina.d6439,Cuen Medina
 Mexico ,https://www.dafont.com/daniel-alberto-cohen-sasbon.d3499,Daniel Alberto Cohen Sasbon
 Mexico ,https://www.dafont.com/seguricarl.d4040,Daniel Navarro Rodriguez
 Mexico ,https://www.dafont.com/david-hernandez-cruz.d4832,David Hernández Cruz
 Mexico ,https://www.dafont.com/diego-chenbrimac.d5811,Diego ChenBrimac
 Mexico ,https://www.dafont.com/claudio-monencio.d2195,Diego Varela
 Mexico ,https://www.dafont.com/dr-reverb-snorkel.d2861,Dr. Reverb Snorkel
 Mexico ,https://www.dafont.com/eduardo-aire-torres.d8116,eat - Eduardo Aire Torres
 Mexico ,https://www.dafont.com/la-boldyta.d3377,Edgar Castillo
 Mexico ,https://www.dafont.com/edgar-j-navarrete-urena.d2119,Edgar Jerönimo Navarrete Ureña
 Mexico ,https://www.dafont.com/edumorcel-smash.d6186,Edumorcel - Edumorcel .
 France ,https://www.dafont.com/lounes-ziani.d2176,Lounès Ziani
 France ,https://www.dafont.com/luc-mahler.d3462,Luc Mahler
 France ,https://www.dafont.com/lucas-moriceau.d5450,Lucas Moriceau
 France ,https://www.dafont.com/nwardesign.d3887,Lyric Dragon - Nwardesign Lyric Dragon
 France ,https://www.dafont.com/maelle-k-youssef-habchi-queen-of-the-moon.d6070,Maelle.K & Youssef Habchi
 France ,https://www.dafont.com/maelle-keita.d4469,Maelle.K | Thomas Boucherie
 France ,https://www.dafont.com/david-masson-allaire.d5842,Malre - David Masson Alalire
 Mexico ,https://www.dafont.com/edwardo-orozco.d1865,Edwardo Orozco
 Mexico ,https://www.dafont.com/eleo-eleo.d1911,Eleo
 Mexico ,https://www.dafont.com/enrique-l-santana.d1687,Enrique L Santana
 Mexico ,https://www.dafont.com/enrique-martinez.d8410,Enrique Martinez
 Mexico ,https://www.dafont.com/erick-molina.d6679,Erick Molina
 Mexico ,https://www.dafont.com/ernesto-aparicio.d1780,Ernesto Aparicio
 Mexico ,https://www.dafont.com/ernesto-pena-alonso.d3838,Ernesto Peña Alonso
 Mexico ,https://www.dafont.com/ernesto-sanchez-espinosa.d2347,Ernesto Sánchez Espinosa
 Mexico ,https://www.dafont.com/smeralda-soto.d1983,Esmeralda Soto
 Mexico ,https://www.dafont.com/fabian-barba-gutierrez.d4508,Fabian Barba Gutiérrez
 France ,https://www.dafont.com/marianne.d8098,Marianne
 France ,https://www.dafont.com/martin-calame.d3124,Martin Calame
 France ,https://www.dafont.com/matija-blagojevic.d6807,Matija Blagojevic
 France ,https://www.dafont.com/matthieu-lonton.d3420,Matthieu Lonton
 France ,https://www.dafont.com/matthieu-chavigny.d1029,mc - Matthieu C
 France ,https://www.dafont.com/mederic-niot.d8090,Médéric Niot
 France ,https://www.dafont.com/michel-comte.d4639,Michel Comte
 France ,https://www.dafont.com/michel-roman.d2821,Michel Roman
 France ,https://www.dafont.com/mickael-popowycz.d6741,Mickaël Popowycz
 France ,https://www.dafont.com/mxloann.d5015,MxLoann
 France ,https://www.dafont.com/myriam-hure.d1678,Myriam Huré
 France ,https://www.dafont.com/guillaume-ulrich-chifflot.d6593,N9 Multimedia Lab - Guillaume-Ulrich Chifflot
 France ,https://www.dafont.com/namaste.d2578,Namaste
 Mexico ,https://www.dafont.com/fernando-carvente.d2282,Fernando Carvente
 Mexico ,https://www.dafont.com/genaro-flores.d6505,Font Gen - Genaro Flores
 Mexico ,https://www.dafont.com/francisco-castaneda.d6462,Francisco Castañeda
 Mexico ,https://www.dafont.com/adolfo-huacuja.d882,Gatonegro
 Mexico ,https://www.dafont.com/genesis-toxical.d6910,Génesis Toxical
 Mexico ,https://www.dafont.com/jorge-paulino-dzul-koyoc.d5753,Genocide Artist - Jorge Paulino Dzul Koyoc
 Mexico ,https://www.dafont.com/raul-andres-perez-canseco.d1591,Grafito Design - Raúl Andrés Pérez Canseco
Name,https://www.dafont.com/nur-aisyah-amalia.d8686,Nur Aisyah Amalia
Name,https://www.dafont.com/caer-dan.d8685,Caer Dan
Name,https://www.dafont.com/muhammad-rafif.d8684,Muhammad Rafif
 France ,https://www.dafont.com/nathan-thomet.d5184,Nathan Thomet
 France ,https://www.dafont.com/seb-dub.d3958,NewsPrint - SebDub
 France ,https://www.dafont.com/nicolas-barre.d5258,Nicolas Barré
 France ,https://www.dafont.com/nicolas-frespech.d2069,Nicolas Frespech
 France ,https://www.dafont.com/nicolas-gavrilenko.d6791,Nicolas Gavrilenko
 France ,https://www.dafont.com/nicolas-vincent-vivian.d6248,Nicolas Vincent-Vivian
 France ,https://www.dafont.com/nils-germain.d6900,Nils Germain
 France ,https://www.dafont.com/olivier-mordefroid.d2749,Olivier Mordefroid
 France ,https://www.dafont.com/fatnobrain.d2452,Ornez
 France ,https://www.dafont.com/oscar-barda.d1767,Oscar Barda
 France ,https://www.dafont.com/paintblack.d2067,paintblack
 France ,https://www.dafont.com/paniquangoisse.d3173,Paniquangoisse
 Mexico ,https://www.dafont.com/grizel-hernandez.d6116,Grizel Hernandez
 Mexico ,https://www.dafont.com/guillermo-padilla.d3417,Guillermo Padilla
 Mexico ,https://www.dafont.com/hanny-sandoval.d4708,Hanny  Sandoval
 Mexico ,https://www.dafont.com/pablo-mateu.d3948,HaveFun® Fonts - Pablo Mateu
 Mexico ,https://www.dafont.com/ilse-diaz.d5562,Ilse Díaz
 Mexico ,https://www.dafont.com/isaac-pedraza.d2947,Isaac Pedraza
 Mexico ,https://www.dafont.com/jaime-ignacio-compean-dolphyn.d6410,Jaime Ignacio Compeán Dolphyn
 Mexico ,https://www.dafont.com/jaime-rangel-castro.d6799,Jaime Rangel Castro
 Mexico ,https://www.dafont.com/jair-andrade.d3882,Jair Andrade
 Mexico ,https://www.dafont.com/jake-jarkor.d4800,Jake Jarkor
 Mexico ,https://www.dafont.com/javier-rivero.d5263,Javier Rivero
Name,https://www.dafont.com/stephanie-yapeter.d8683,Stephanie Yapeter
Name,https://www.dafont.com/of-amar.d8682,of.amar
Name,https://www.dafont.com/pabasar-s.d8681,Pabasar S
 France ,https://www.dafont.com/paul-trehiou.d1711,Paul Trehiou
 France ,https://www.dafont.com/peax-webdesign-michel-lun.d4196,Peax Webdesign
 France ,https://www.dafont.com/penis-designer.d7824,Penis Designer
 France ,https://www.dafont.com/philippe-blondel.d66,philing.net - Philippe Blondel
 France ,https://www.dafont.com/philippe-andrevon.d2722,Philippe  Andrevon
 France ,https://www.dafont.com/cochy-philippe.d3072,Philippe Cochy
 France ,https://www.dafont.com/ramboz-pierre-henri.d3519,Pierre-Henri Ramboz
 France ,https://www.dafont.com/plomb-type.d7765,Plomb Type
 France ,https://www.dafont.com/qkila.d3494,Qkila - Quentin Aquila
